SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION07343,Undergraduate,Biology,2024-07-02,38.15,13,Writing,2,Assignment Completed,False,3.1
SESSION07344,High School,Psychology,2024-09-17,16.22,7,Writing,4,Assignment Completed,True,5.0
SESSION07345,Graduate,Engineering,2024-09-08,18.85,6,Research,4,Assignment Completed,True,2.3
SESSION07346,High School,Engineering,2024-09-30,22.29,6,Studying,5,Confused,False,5.0
SESSION07347,Undergraduate,History,2024-11-29,7.88,1,Writing,1,Confused,False,1.2
SESSION07348,Undergraduate,Biology,2024-12-22,1.86,1,Homework Help,5,Confused,True,3.8
SESSION07349,High School,Computer Science,2024-12-12,9.3,2,Homework Help,2,Assignment Completed,True,2.6
SESSION07350,Undergraduate,Math,2024-07-20,12.36,3,Studying,3,Idea Drafted,True,2.9
SESSION07351,High School,History,2025-04-05,15.91,4,Homework Help,3,Idea Drafted,False,3.1
SESSION07352,Undergraduate,Psychology,2025-03-19,36.76,15,Studying,4,Assignment Completed,True,3.2
SESSION07353,Undergraduate,Psychology,2024-08-10,18.38,4,Writing,5,Assignment Completed,True,4.6
SESSION07354,High School,Biology,2025-03-11,10.38,4,Studying,3,Assignment Completed,True,2.8
SESSION07355,High School,Math,2025-06-08,42.35,12,Research,3,Gave Up,True,2.8
SESSION07356,Graduate,Business,2024-12-07,23.59,5,Studying,3,Idea Drafted,True,1.9
SESSION07357,High School,History,2025-04-24,10.74,2,Brainstorming,3,Idea Drafted,True,2.3
SESSION07358,Undergraduate,Math,2024-12-18,14.99,3,Writing,3,Confused,False,2.2
SESSION07359,Undergraduate,Business,2024-11-12,24.37,5,Writing,4,Assignment Completed,True,3.2
SESSION07360,High School,Math,2025-06-21,22.37,5,Writing,4,Confused,True,4.3
SESSION07361,Undergraduate,Engineering,2025-05-06,5.32,1,Homework Help,2,Confused,False,2.1
SESSION07362,Undergraduate,Engineering,2024-06-28,49.85,23,Homework Help,4,Assignment Completed,False,3.5
SESSION07363,High School,Psychology,2024-12-10,22.55,8,Research,4,Idea Drafted,True,3.8
SESSION07364,High School,Computer Science,2025-05-22,5.86,2,Coding,4,Idea Drafted,True,3.3
SESSION07365,High School,History,2024-12-06,13.81,5,Writing,3,Idea Drafted,True,3.5
SESSION07366,High School,Engineering,2024-08-18,4.2,1,Coding,2,Confused,True,1.2
SESSION07367,Graduate,Business,2025-04-21,2.78,1,Homework Help,4,Assignment Completed,True,3.5
SESSION07368,Graduate,Biology,2024-12-26,35.6,9,Coding,4,Assignment Completed,True,5.0
SESSION07369,Undergraduate,Engineering,2025-02-15,9.59,2,Homework Help,5,Assignment Completed,True,4.9
SESSION07370,Undergraduate,Business,2025-02-15,11.23,2,Writing,2,Idea Drafted,False,3.4
SESSION07371,Undergraduate,Engineering,2024-11-05,4.1,1,Studying,5,Assignment Completed,True,5.0
SESSION07372,Undergraduate,Business,2025-04-11,7.98,2,Homework Help,3,Assignment Completed,True,1.7
SESSION07373,Undergraduate,Psychology,2025-05-06,17.47,4,Writing,5,Idea Drafted,True,5.0
SESSION07374,Undergraduate,History,2024-10-24,38.69,10,Coding,4,Assignment Completed,True,4.9
SESSION07375,Graduate,Engineering,2024-09-28,27.44,5,Writing,5,Idea Drafted,True,5.0
SESSION07376,Undergraduate,Business,2025-06-07,8.02,2,Studying,4,Confused,False,5.0
SESSION07377,Undergraduate,Business,2025-04-10,9.57,2,Research,3,Assignment Completed,False,2.8
SESSION07378,Undergraduate,Engineering,2024-07-16,2.37,1,Homework Help,4,Confused,True,5.0
SESSION07379,Undergraduate,Computer Science,2024-08-30,9.92,3,Homework Help,5,Confused,True,3.8
SESSION07380,Undergraduate,History,2024-10-09,10.89,3,Coding,4,Idea Drafted,False,4.0
SESSION07381,Undergraduate,Psychology,2025-02-28,6.43,1,Studying,2,Assignment Completed,True,3.1
SESSION07382,Undergraduate,Business,2024-11-14,21.16,4,Studying,2,Confused,True,3.7
SESSION07383,Undergraduate,Business,2024-09-13,17.32,6,Studying,4,Assignment Completed,True,5.0
SESSION07384,Undergraduate,History,2024-07-15,15.37,5,Writing,3,Assignment Completed,True,3.0
SESSION07385,Undergraduate,Math,2024-07-24,31.23,13,Studying,3,Confused,True,2.4
SESSION07386,Undergraduate,Computer Science,2025-06-24,31.8,14,Brainstorming,4,Gave Up,False,4.7
SESSION07387,Undergraduate,Engineering,2025-06-09,13.97,3,Writing,3,Assignment Completed,True,1.0
SESSION07388,Graduate,Computer Science,2024-08-30,16.94,4,Coding,3,Assignment Completed,True,2.9
SESSION07389,Graduate,Psychology,2025-06-12,9.12,4,Brainstorming,2,Idea Drafted,False,1.7
SESSION07390,Undergraduate,Business,2024-09-21,26.26,7,Homework Help,3,Assignment Completed,True,3.2
SESSION07391,Undergraduate,Math,2025-04-05,11.02,3,Studying,3,Idea Drafted,True,2.8
SESSION07392,Undergraduate,Computer Science,2025-02-04,12.29,5,Writing,5,Assignment Completed,False,3.9
SESSION07393,High School,Biology,2025-01-25,18.69,8,Homework Help,4,Idea Drafted,True,4.0
SESSION07394,Undergraduate,Computer Science,2025-04-18,1.98,1,Homework Help,1,Assignment Completed,False,1.0
SESSION07395,Graduate,Math,2024-10-02,14.33,4,Writing,2,Confused,True,1.1
SESSION07396,Undergraduate,Engineering,2025-05-06,28.15,8,Writing,3,Assignment Completed,True,3.6
SESSION07397,Undergraduate,Computer Science,2024-12-30,15.02,4,Coding,5,Idea Drafted,True,4.7
SESSION07398,Undergraduate,Psychology,2024-08-29,14.79,6,Writing,4,Confused,False,4.8
SESSION07399,Graduate,Computer Science,2024-09-23,17.18,6,Homework Help,3,Gave Up,True,2.7
SESSION07400,Undergraduate,Engineering,2024-07-05,50.89,18,Homework Help,4,Assignment Completed,True,4.4
SESSION07401,Graduate,Computer Science,2024-09-16,19.67,3,Writing,3,Assignment Completed,True,2.6
SESSION07402,Graduate,Biology,2024-10-07,14.75,4,Homework Help,4,Assignment Completed,True,4.6
SESSION07403,Undergraduate,Biology,2025-03-29,3.56,1,Homework Help,3,Confused,True,2.6
SESSION07404,High School,History,2025-06-15,19.26,4,Writing,3,Idea Drafted,False,2.7
SESSION07405,Undergraduate,Computer Science,2025-04-27,34.22,7,Writing,4,Gave Up,True,3.8
SESSION07406,Undergraduate,Computer Science,2024-08-14,14.29,5,Homework Help,1,Assignment Completed,True,1.0
SESSION07407,Undergraduate,History,2024-07-12,14.13,3,Studying,3,Assignment Completed,True,2.9
SESSION07408,Graduate,Psychology,2024-08-12,14.4,6,Writing,1,Idea Drafted,True,2.2
SESSION07409,High School,Biology,2025-01-19,10.57,3,Writing,2,Confused,False,1.0
SESSION07410,Undergraduate,Math,2024-10-16,4.71,1,Homework Help,5,Gave Up,False,5.0
SESSION07411,Graduate,Psychology,2024-12-19,22.06,6,Coding,5,Assignment Completed,True,4.2
SESSION07412,Undergraduate,Psychology,2024-07-20,64.02,18,Coding,2,Confused,False,2.1
SESSION07413,High School,Engineering,2025-04-30,34.66,10,Writing,4,Confused,True,4.4
SESSION07414,Graduate,Engineering,2025-02-04,9.62,2,Coding,3,Confused,False,1.2
SESSION07415,Undergraduate,Business,2025-05-04,24.37,6,Studying,2,Idea Drafted,True,2.0
SESSION07416,Undergraduate,History,2025-04-07,17.49,5,Homework Help,3,Confused,True,3.2
SESSION07417,Graduate,Biology,2025-04-29,56.5,21,Coding,3,Assignment Completed,True,3.8
SESSION07418,Undergraduate,Psychology,2025-06-15,19.57,5,Writing,3,Assignment Completed,True,3.6
SESSION07419,Graduate,Business,2025-04-19,29.91,10,Homework Help,3,Confused,True,2.4
SESSION07420,Graduate,Psychology,2024-06-30,49.03,11,Writing,4,Idea Drafted,False,3.1
SESSION07421,High School,Computer Science,2024-07-29,20.56,7,Coding,4,Gave Up,True,4.7
SESSION07422,Undergraduate,Business,2024-12-17,28.42,8,Brainstorming,3,Gave Up,True,2.5
SESSION07423,Undergraduate,Business,2025-03-29,19.99,6,Studying,2,Confused,True,1.0
SESSION07424,Undergraduate,Computer Science,2024-08-26,14.95,3,Studying,5,Assignment Completed,True,4.5
SESSION07425,Graduate,Business,2024-08-26,17.68,5,Homework Help,3,Idea Drafted,True,4.3
SESSION07426,Undergraduate,Psychology,2025-03-08,64.58,14,Homework Help,4,Gave Up,True,3.9
SESSION07427,Undergraduate,Computer Science,2025-04-29,46.67,12,Studying,4,Idea Drafted,True,3.6
SESSION07428,Undergraduate,Engineering,2024-08-14,26.85,10,Writing,4,Assignment Completed,True,4.9
SESSION07429,Undergraduate,Biology,2024-10-15,19.64,7,Studying,5,Idea Drafted,True,4.5
SESSION07430,High School,Engineering,2024-07-14,9.12,2,Studying,4,Idea Drafted,True,2.3
SESSION07431,High School,Biology,2025-06-01,11.03,2,Homework Help,2,Assignment Completed,True,2.7
SESSION07432,Undergraduate,Psychology,2024-11-15,4.6,1,Writing,3,Idea Drafted,True,2.7
SESSION07433,Undergraduate,Business,2024-07-16,21.02,5,Studying,4,Assignment Completed,True,4.6
SESSION07434,Undergraduate,History,2024-12-11,3.08,1,Coding,3,Assignment Completed,True,2.8
SESSION07435,High School,Engineering,2025-05-06,50.96,19,Writing,4,Idea Drafted,True,3.2
SESSION07436,High School,Biology,2025-05-31,9.85,2,Homework Help,4,Idea Drafted,True,4.9
SESSION07437,Undergraduate,Computer Science,2025-03-31,22.67,4,Homework Help,2,Assignment Completed,False,2.4
SESSION07438,Undergraduate,Math,2024-12-01,59.84,12,Writing,1,Assignment Completed,True,2.5
SESSION07439,Undergraduate,History,2025-06-14,16.81,3,Writing,4,Idea Drafted,False,3.9
SESSION07440,Undergraduate,Engineering,2025-05-12,10.68,2,Coding,4,Assignment Completed,True,4.0
SESSION07441,Undergraduate,Engineering,2024-10-02,9.88,2,Homework Help,4,Idea Drafted,False,2.6
SESSION07442,Graduate,Business,2025-03-07,34.3,10,Research,2,Confused,False,2.1
SESSION07443,Graduate,History,2025-06-01,21.66,4,Writing,5,Assignment Completed,True,5.0
SESSION07444,Graduate,Math,2025-01-22,11.8,2,Writing,4,Idea Drafted,True,3.6
SESSION07445,Graduate,History,2024-12-20,23.39,6,Coding,4,Assignment Completed,True,4.2
SESSION07446,Undergraduate,Math,2025-04-03,64.86,16,Coding,3,Idea Drafted,True,3.3
SESSION07447,Undergraduate,Biology,2025-04-21,12.52,3,Studying,4,Assignment Completed,True,4.4
SESSION07448,Undergraduate,Computer Science,2024-08-02,2.2,1,Brainstorming,2,Idea Drafted,True,2.9
SESSION07449,Undergraduate,Engineering,2025-05-12,30.5,14,Homework Help,4,Gave Up,True,4.5
SESSION07450,Undergraduate,Psychology,2025-06-15,24.7,5,Writing,3,Idea Drafted,True,3.4
SESSION07451,Undergraduate,Computer Science,2024-12-25,13.22,6,Coding,2,Assignment Completed,False,2.5
SESSION07452,Graduate,History,2025-02-28,18.09,4,Studying,5,Idea Drafted,False,5.0
SESSION07453,Undergraduate,Biology,2025-02-26,6.56,2,Studying,4,Idea Drafted,True,4.0
SESSION07454,Undergraduate,Business,2025-03-19,14.28,5,Writing,5,Assignment Completed,True,3.9
SESSION07455,Undergraduate,History,2025-01-02,6.4,2,Research,5,Gave Up,False,5.0
SESSION07456,Graduate,Biology,2024-10-26,2.01,1,Coding,3,Assignment Completed,True,2.4
SESSION07457,Undergraduate,History,2025-05-10,21.88,9,Studying,4,Assignment Completed,True,4.3
SESSION07458,High School,Biology,2024-10-03,30.82,8,Studying,4,Confused,False,4.9
SESSION07459,Undergraduate,History,2024-12-01,6.24,2,Homework Help,3,Assignment Completed,False,4.0
SESSION07460,Graduate,Psychology,2024-08-04,28.57,9,Brainstorming,2,Idea Drafted,True,1.8
SESSION07461,Undergraduate,Computer Science,2025-02-20,20.99,6,Studying,2,Assignment Completed,True,1.2
SESSION07462,High School,History,2025-04-25,18.03,6,Homework Help,3,Idea Drafted,True,1.5
SESSION07463,Undergraduate,Business,2025-05-13,20.09,5,Brainstorming,4,Assignment Completed,True,3.7
SESSION07464,High School,Math,2025-02-12,3.49,1,Studying,4,Idea Drafted,False,3.0
SESSION07465,Undergraduate,Biology,2025-06-22,9.11,1,Studying,4,Gave Up,False,4.7
SESSION07466,High School,History,2025-05-24,86.6,25,Writing,4,Assignment Completed,True,3.0
SESSION07467,Undergraduate,Psychology,2024-09-03,10.57,3,Coding,4,Assignment Completed,False,4.4
SESSION07468,Undergraduate,Biology,2025-06-18,17.29,4,Homework Help,4,Idea Drafted,True,3.6
SESSION07469,Undergraduate,Engineering,2024-10-04,5.51,1,Brainstorming,4,Assignment Completed,False,5.0
SESSION07470,Undergraduate,Biology,2024-07-13,38.18,10,Studying,4,Confused,True,4.3
SESSION07471,Graduate,Math,2024-11-21,27.25,7,Writing,2,Idea Drafted,False,2.4
SESSION07472,Graduate,History,2024-11-10,13.74,3,Homework Help,5,Idea Drafted,True,4.8
SESSION07473,High School,Math,2025-02-27,21.28,4,Writing,5,Idea Drafted,True,5.0
SESSION07474,Graduate,Math,2025-01-20,17.24,4,Research,3,Assignment Completed,True,3.6
SESSION07475,Graduate,Psychology,2024-09-20,59.4,20,Coding,5,Confused,True,5.0
SESSION07476,Undergraduate,Biology,2025-01-18,40.41,14,Studying,4,Assignment Completed,True,2.3
SESSION07477,Undergraduate,Biology,2025-05-28,27.34,9,Homework Help,5,Idea Drafted,True,4.0
SESSION07478,Graduate,Biology,2025-06-16,14.67,3,Writing,4,Idea Drafted,True,4.9
SESSION07479,Undergraduate,Engineering,2024-12-12,2.08,1,Writing,5,Idea Drafted,True,4.0
SESSION07480,Undergraduate,History,2024-08-22,13.14,2,Studying,4,Assignment Completed,True,3.6
SESSION07481,Graduate,Engineering,2025-04-26,9.55,4,Studying,3,Idea Drafted,True,2.9
SESSION07482,Undergraduate,Computer Science,2025-03-14,27.14,12,Homework Help,3,Assignment Completed,True,3.1
SESSION07483,Undergraduate,Math,2024-12-23,20.45,6,Writing,2,Assignment Completed,True,2.4
SESSION07484,Undergraduate,Psychology,2025-02-23,20.19,7,Writing,3,Confused,True,2.8
SESSION07485,Undergraduate,Business,2024-08-20,8.51,3,Writing,2,Idea Drafted,True,1.8
SESSION07486,Graduate,Math,2024-11-02,9.06,1,Coding,4,Confused,False,3.7
SESSION07487,Undergraduate,Computer Science,2025-01-06,5.21,1,Homework Help,3,Idea Drafted,True,2.9
SESSION07488,Undergraduate,Math,2025-05-28,21.41,9,Writing,4,Idea Drafted,True,4.7
SESSION07489,Undergraduate,History,2025-06-20,10.43,3,Writing,4,Idea Drafted,False,4.8
SESSION07490,High School,Engineering,2024-07-18,10.29,2,Homework Help,3,Assignment Completed,True,2.9
SESSION07491,Undergraduate,Math,2024-09-01,30.48,6,Studying,4,Assignment Completed,True,3.4
SESSION07492,Undergraduate,Business,2024-08-23,6.83,1,Writing,3,Idea Drafted,True,3.8
SESSION07493,Undergraduate,Psychology,2024-10-24,21.0,7,Coding,5,Assignment Completed,True,5.0
SESSION07494,Undergraduate,Math,2025-02-11,29.53,6,Coding,4,Assignment Completed,True,4.1
SESSION07495,High School,Computer Science,2024-07-09,21.34,7,Homework Help,2,Assignment Completed,True,2.6
SESSION07496,Undergraduate,Engineering,2025-05-01,25.52,8,Coding,3,Assignment Completed,True,2.3
SESSION07497,Undergraduate,Business,2025-02-06,10.83,5,Brainstorming,1,Assignment Completed,True,2.0
SESSION07498,Graduate,Engineering,2025-04-23,13.74,3,Writing,2,Assignment Completed,True,2.4
SESSION07499,High School,Computer Science,2025-03-18,20.53,4,Studying,2,Idea Drafted,True,1.0
SESSION07500,Graduate,Math,2024-11-04,10.22,2,Coding,2,Assignment Completed,True,2.5
SESSION07501,Undergraduate,Biology,2024-11-20,4.83,1,Writing,3,Idea Drafted,True,3.3
SESSION07502,Graduate,Biology,2024-11-24,24.99,8,Writing,4,Assignment Completed,True,2.6
SESSION07503,Undergraduate,Computer Science,2025-04-14,22.07,10,Coding,4,Idea Drafted,True,3.7
SESSION07504,High School,Math,2025-01-17,29.71,10,Coding,5,Assignment Completed,True,5.0
SESSION07505,High School,Computer Science,2024-10-11,8.21,2,Coding,3,Assignment Completed,True,3.5
SESSION07506,Undergraduate,Business,2025-03-27,33.15,11,Studying,4,Confused,True,5.0
SESSION07507,Undergraduate,Computer Science,2024-09-30,22.87,4,Writing,4,Assignment Completed,True,4.9
SESSION07508,Graduate,Computer Science,2025-06-14,4.48,2,Writing,5,Assignment Completed,True,4.4
SESSION07509,Undergraduate,Psychology,2025-01-06,1.97,1,Writing,4,Idea Drafted,False,3.7
SESSION07510,High School,Engineering,2025-04-01,19.02,5,Studying,3,Assignment Completed,True,3.9
SESSION07511,Graduate,Psychology,2025-04-07,12.0,2,Homework Help,3,Assignment Completed,True,3.0
SESSION07512,High School,Biology,2024-08-20,16.02,3,Research,3,Confused,False,3.2
SESSION07513,High School,Math,2024-09-28,34.03,13,Studying,4,Assignment Completed,True,2.6
SESSION07514,Graduate,Computer Science,2024-12-29,9.69,3,Coding,5,Assignment Completed,True,5.0
SESSION07515,Undergraduate,Math,2024-09-28,21.69,5,Homework Help,3,Assignment Completed,True,3.4
SESSION07516,Undergraduate,Psychology,2025-02-22,7.51,1,Studying,5,Gave Up,False,4.8
SESSION07517,High School,History,2024-09-04,10.38,4,Homework Help,3,Confused,False,3.7
SESSION07518,Undergraduate,Computer Science,2024-12-16,2.31,1,Coding,3,Assignment Completed,True,2.5
SESSION07519,Undergraduate,Engineering,2025-02-01,17.86,5,Research,3,Idea Drafted,True,2.9
SESSION07520,Undergraduate,History,2025-04-18,6.95,3,Homework Help,4,Assignment Completed,True,3.2
SESSION07521,Undergraduate,Math,2025-06-24,14.56,2,Coding,3,Assignment Completed,True,3.8
SESSION07522,Undergraduate,History,2024-07-23,1.7,1,Writing,4,Idea Drafted,True,3.1
SESSION07523,Undergraduate,Biology,2025-04-28,13.08,3,Homework Help,3,Confused,True,2.2
SESSION07524,Undergraduate,Engineering,2024-09-04,27.07,5,Coding,4,Confused,False,2.7
SESSION07525,Undergraduate,Business,2024-08-01,13.62,5,Studying,5,Idea Drafted,False,5.0
SESSION07526,Undergraduate,Biology,2024-08-13,37.8,8,Coding,5,Confused,False,5.0
SESSION07527,Graduate,Computer Science,2024-07-26,11.38,2,Research,4,Confused,False,4.4
SESSION07528,Graduate,Computer Science,2024-07-27,6.76,2,Coding,3,Assignment Completed,True,2.9
SESSION07529,Undergraduate,Biology,2024-07-12,14.4,6,Writing,4,Assignment Completed,True,2.8
SESSION07530,Undergraduate,Math,2024-08-09,18.8,5,Homework Help,5,Idea Drafted,True,5.0
SESSION07531,High School,Business,2025-01-16,11.82,2,Writing,3,Idea Drafted,False,3.4
SESSION07532,Undergraduate,History,2024-12-18,41.64,9,Writing,4,Assignment Completed,True,3.4
SESSION07533,Undergraduate,Biology,2025-01-09,28.38,7,Research,2,Confused,False,1.5
SESSION07534,Graduate,Psychology,2024-07-10,13.82,4,Coding,3,Assignment Completed,True,2.1
SESSION07535,Graduate,Business,2024-09-23,11.81,2,Research,4,Idea Drafted,True,4.3
SESSION07536,High School,Math,2025-03-21,28.47,6,Studying,3,Assignment Completed,True,5.0
SESSION07537,Undergraduate,Biology,2024-11-05,48.66,10,Studying,3,Assignment Completed,True,2.5
SESSION07538,Undergraduate,History,2025-03-18,18.3,3,Studying,3,Confused,False,4.6
SESSION07539,High School,Computer Science,2025-01-24,16.83,5,Writing,4,Assignment Completed,True,3.6
SESSION07540,Undergraduate,Business,2024-12-02,24.77,10,Studying,1,Assignment Completed,True,1.1
SESSION07541,Graduate,Business,2025-05-03,16.26,5,Writing,3,Confused,True,4.4
SESSION07542,Undergraduate,Psychology,2025-06-15,21.32,5,Coding,4,Assignment Completed,True,3.3
SESSION07543,Undergraduate,History,2025-04-08,27.59,6,Research,4,Idea Drafted,True,5.0
SESSION07544,Undergraduate,Business,2025-02-17,11.94,2,Writing,4,Assignment Completed,True,4.6
SESSION07545,Graduate,Computer Science,2024-07-13,22.57,5,Coding,5,Assignment Completed,True,4.5
SESSION07546,Undergraduate,History,2025-03-11,8.14,2,Writing,5,Idea Drafted,True,4.5
SESSION07547,High School,Biology,2025-06-14,12.7,3,Writing,3,Assignment Completed,True,4.1
SESSION07548,Undergraduate,History,2025-06-04,41.27,12,Coding,3,Idea Drafted,True,2.5
SESSION07549,Undergraduate,History,2025-06-08,13.76,6,Studying,5,Assignment Completed,True,5.0
SESSION07550,High School,Biology,2024-07-22,32.27,6,Writing,1,Idea Drafted,False,3.1
SESSION07551,Undergraduate,Engineering,2024-12-17,45.67,13,Writing,3,Gave Up,False,2.1
SESSION07552,Graduate,Math,2025-05-22,36.04,7,Coding,3,Assignment Completed,False,2.7
SESSION07553,High School,History,2024-07-13,14.58,3,Research,2,Confused,False,3.1
SESSION07554,Undergraduate,Business,2025-05-25,6.79,1,Studying,3,Idea Drafted,True,3.4
SESSION07555,Undergraduate,Business,2025-05-10,23.57,8,Coding,4,Confused,False,4.5
SESSION07556,High School,History,2024-12-29,24.24,5,Homework Help,2,Assignment Completed,True,2.2
SESSION07557,Undergraduate,Psychology,2024-10-15,14.46,3,Homework Help,4,Idea Drafted,False,3.8
SESSION07558,Graduate,Biology,2025-03-20,15.32,4,Writing,3,Gave Up,True,3.4
SESSION07559,Undergraduate,Psychology,2024-07-08,6.36,3,Writing,4,Assignment Completed,True,3.9
SESSION07560,Graduate,Business,2025-04-29,29.41,8,Coding,4,Assignment Completed,True,5.0
SESSION07561,Undergraduate,Computer Science,2025-02-23,27.58,6,Studying,3,Idea Drafted,True,4.1
SESSION07562,Undergraduate,Psychology,2025-06-21,14.57,4,Coding,4,Assignment Completed,True,3.1
SESSION07563,Undergraduate,Psychology,2024-09-19,4.99,1,Brainstorming,4,Idea Drafted,True,3.7
SESSION07564,Undergraduate,Computer Science,2025-02-11,25.83,9,Coding,3,Assignment Completed,True,2.5
SESSION07565,Undergraduate,Business,2024-08-21,12.71,2,Writing,3,Assignment Completed,True,4.1
SESSION07566,High School,Engineering,2024-11-07,6.11,2,Homework Help,5,Idea Drafted,True,4.6
SESSION07567,Undergraduate,Computer Science,2024-08-03,12.1,3,Writing,3,Assignment Completed,True,3.1
SESSION07568,High School,Biology,2025-02-07,16.25,6,Writing,4,Idea Drafted,True,4.7
SESSION07569,Undergraduate,History,2025-02-19,12.38,3,Writing,4,Assignment Completed,True,4.7
SESSION07570,Undergraduate,Engineering,2025-02-18,1.23,1,Writing,3,Confused,False,4.0
SESSION07571,Undergraduate,Math,2024-09-29,10.23,2,Studying,5,Assignment Completed,True,5.0
SESSION07572,Graduate,Psychology,2025-03-20,22.85,9,Brainstorming,5,Confused,True,4.9
SESSION07573,Undergraduate,Computer Science,2024-11-08,4.34,2,Homework Help,3,Idea Drafted,True,2.5
SESSION07574,High School,History,2024-09-01,17.1,4,Homework Help,4,Assignment Completed,True,3.8
SESSION07575,Undergraduate,Psychology,2025-02-11,4.74,1,Writing,3,Confused,False,4.0
SESSION07576,Undergraduate,Psychology,2024-10-25,10.22,5,Writing,4,Confused,False,4.1
SESSION07577,Graduate,History,2025-04-05,26.92,9,Studying,4,Assignment Completed,True,5.0
SESSION07578,Undergraduate,Engineering,2025-06-02,24.46,5,Homework Help,5,Confused,False,4.1
SESSION07579,High School,Psychology,2025-06-07,17.99,7,Writing,5,Confused,True,5.0
SESSION07580,Undergraduate,Computer Science,2025-04-16,14.47,6,Studying,3,Assignment Completed,True,3.1
SESSION07581,Undergraduate,Engineering,2024-08-05,23.31,5,Writing,4,Assignment Completed,True,3.0
SESSION07582,Undergraduate,Business,2025-01-01,17.07,4,Coding,4,Assignment Completed,True,5.0
SESSION07583,Undergraduate,Computer Science,2024-08-02,6.58,1,Studying,4,Assignment Completed,True,4.6
SESSION07584,Undergraduate,Business,2024-08-30,16.93,5,Writing,2,Confused,False,1.4
SESSION07585,Undergraduate,History,2024-08-31,4.07,1,Homework Help,4,Idea Drafted,True,2.8
SESSION07586,Undergraduate,Computer Science,2024-08-18,21.27,6,Research,2,Assignment Completed,True,2.9
SESSION07587,High School,Business,2025-06-10,13.49,3,Research,3,Assignment Completed,True,3.1
SESSION07588,Undergraduate,Business,2025-01-01,12.62,4,Writing,4,Assignment Completed,True,4.4
SESSION07589,Undergraduate,Engineering,2024-11-21,31.87,10,Coding,5,Assignment Completed,True,5.0
SESSION07590,Undergraduate,History,2025-04-10,33.54,13,Homework Help,3,Assignment Completed,True,3.7
SESSION07591,Undergraduate,Math,2024-09-30,21.27,4,Studying,4,Assignment Completed,False,4.6
SESSION07592,Undergraduate,Engineering,2024-09-29,7.18,2,Coding,5,Assignment Completed,False,4.1
SESSION07593,Graduate,Psychology,2024-09-17,11.64,2,Homework Help,2,Assignment Completed,True,2.0
SESSION07594,Undergraduate,Biology,2025-01-26,8.1,3,Coding,4,Assignment Completed,True,2.0
SESSION07595,High School,Biology,2024-12-17,11.15,2,Coding,3,Assignment Completed,True,2.1
SESSION07596,Undergraduate,Engineering,2024-09-02,7.76,3,Coding,4,Assignment Completed,True,3.8
SESSION07597,Undergraduate,Psychology,2024-08-26,5.38,2,Studying,2,Idea Drafted,False,2.5
SESSION07598,High School,Math,2024-07-02,28.37,10,Studying,2,Idea Drafted,True,1.2
SESSION07599,Graduate,Psychology,2024-11-11,13.21,4,Brainstorming,3,Gave Up,True,3.6
SESSION07600,Undergraduate,Engineering,2025-05-22,30.73,6,Brainstorming,4,Confused,False,4.8
SESSION07601,High School,Math,2024-10-14,12.91,2,Studying,3,Confused,False,2.5
SESSION07602,High School,Biology,2024-08-21,34.56,11,Writing,4,Idea Drafted,True,4.3
SESSION07603,Undergraduate,Business,2024-08-19,22.03,4,Coding,2,Assignment Completed,True,2.1
SESSION07604,Graduate,History,2024-08-06,5.95,1,Writing,3,Idea Drafted,True,2.5
SESSION07605,Undergraduate,Business,2024-11-16,31.65,11,Homework Help,4,Assignment Completed,False,5.0
SESSION07606,Graduate,Business,2024-08-31,12.05,4,Writing,4,Assignment Completed,True,4.7
SESSION07607,High School,Business,2024-11-17,12.09,3,Writing,4,Assignment Completed,True,2.7
SESSION07608,High School,Computer Science,2025-03-14,28.45,10,Writing,4,Assignment Completed,True,4.6
SESSION07609,Undergraduate,Psychology,2024-10-26,25.72,7,Homework Help,3,Confused,False,3.6
SESSION07610,Graduate,Computer Science,2025-03-17,11.48,3,Writing,4,Idea Drafted,True,4.6
SESSION07611,High School,History,2025-05-04,22.51,8,Writing,3,Idea Drafted,True,2.5
SESSION07612,Graduate,Business,2024-10-03,5.82,2,Coding,4,Assignment Completed,True,4.1
SESSION07613,Undergraduate,Psychology,2025-02-08,6.58,1,Studying,4,Confused,False,5.0
SESSION07614,Undergraduate,Business,2025-05-31,20.52,4,Coding,4,Assignment Completed,True,2.9
SESSION07615,High School,Engineering,2025-03-01,31.15,7,Studying,3,Confused,False,3.2
SESSION07616,Undergraduate,Business,2024-11-19,13.91,3,Research,5,Confused,False,5.0
SESSION07617,Undergraduate,History,2025-05-20,23.28,7,Homework Help,5,Assignment Completed,True,4.5
SESSION07618,Undergraduate,Business,2024-09-06,13.02,4,Studying,1,Assignment Completed,True,1.3
SESSION07619,Undergraduate,Psychology,2025-06-11,16.37,4,Homework Help,3,Confused,False,3.0
SESSION07620,Undergraduate,Computer Science,2024-09-07,19.37,5,Coding,3,Confused,False,3.5
SESSION07621,Graduate,Engineering,2025-04-07,63.95,23,Coding,2,Idea Drafted,True,2.5
SESSION07622,Graduate,Psychology,2025-04-05,12.03,2,Homework Help,3,Confused,False,3.2
SESSION07623,High School,Biology,2024-06-24,14.96,3,Homework Help,3,Idea Drafted,True,3.1
